time,xcenter,ycenter
0.0,940.7322387695312,275.70418548583984
0.1,940.7413940429688,275.3526306152344
0.2,939.126953125,274.61438751220703
0.30000000000000004,937.8522033691406,273.9981994628906
0.4,937.6324768066406,273.6836624145508
0.5,937.5296325683594,272.79554748535156
0.6,937.6998596191406,273.0654754638672
0.7,936.744140625,272.62044525146484
0.7999999999999999,935.1767272949219,272.43727111816406
0.8999999999999999,934.0834350585938,272.7353210449219
0.9999999999999999,933.0481567382812,273.5941467285156
1.0999999999999999,932.2687683105469,273.08155822753906
1.2,932.3905334472656,273.45318603515625
1.3,930.9278564453125,272.6869812011719
1.4000000000000001,931.0225524902344,272.6666717529297
1.5000000000000002,929.05224609375,270.86256408691406
1.6000000000000003,928.4785766601562,271.26692962646484
1.7000000000000004,927.9081115722656,271.2467575073242
1.8000000000000005,926.650634765625,270.0009460449219
1.9000000000000006,926.2472534179688,270.84356689453125
2.0000000000000004,925.4305114746094,270.81070709228516
2.1000000000000005,924.6112976074219,270.4023742675781
2.2000000000000006,923.4929504394531,269.7614517211914
2.3000000000000007,922.70458984375,269.5810775756836
2.400000000000001,921.9934997558594,269.9878463745117
2.500000000000001,920.5750732421875,269.4539337158203
2.600000000000001,920.3716735839844,269.11192321777344
2.700000000000001,918.6163330078125,267.5446243286133
2.800000000000001,918.2822265625,267.41275787353516
2.9000000000000012,916.918212890625,267.21022033691406
3.0000000000000013,916.2099304199219,267.3515319824219
3.1000000000000014,916.0917358398438,267.33729553222656
3.2000000000000015,915.4205017089844,267.84031677246094
3.3000000000000016,914.99560546875,266.83597564697266
3.4000000000000017,913.9967346191406,266.34063720703125
3.5000000000000018,913.6063842773438,266.0221633911133
3.600000000000002,912.9808044433594,266.10962677001953
3.700000000000002,912.2684020996094,265.55838775634766
3.800000000000002,911.7913208007812,265.8604431152344
3.900000000000002,910.6936950683594,265.34984588623047
4.000000000000002,910.2207641601562,264.3938751220703
4.100000000000001,909.0569152832031,264.0571975708008
4.200000000000001,909.2306823730469,263.26295471191406
4.300000000000001,908.8718872070312,262.68578338623047
4.4,907.9573974609375,262.0338363647461
4.5,907.4572448730469,261.4800033569336
4.6,906.8396301269531,260.85657501220703
4.699999999999999,906.9119262695312,259.87769317626953
4.799999999999999,906.3876342773438,260.00077056884766
4.899999999999999,906.260986328125,259.8268127441406
4.999999999999998,906.5482177734375,259.1164093017578
5.099999999999998,905.9219055175781,258.0332489013672
5.1999999999999975,904.8442993164062,257.8117370605469
5.299999999999997,904.087646484375,256.6186218261719
5.399999999999997,903.1585388183594,255.32154846191406
5.4999999999999964,903.1975708007812,255.15650177001953
5.599999999999996,903.8348388671875,254.40531158447266
5.699999999999996,903.3825073242188,253.58517456054688
5.799999999999995,902.9299621582031,252.2179946899414
5.899999999999995,902.7327575683594,251.79496002197266
5.999999999999995,902.205322265625,251.47439575195312
6.099999999999994,901.8466186523438,250.78781127929688
6.199999999999994,901.2488708496094,250.281494140625
6.299999999999994,900.7564697265625,249.5946273803711
6.399999999999993,900.5532531738281,248.99609375
6.499999999999993,899.9061584472656,248.9277114868164
6.5999999999999925,899.9592590332031,248.47565460205078
6.699999999999992,899.6121826171875,247.71295928955078
6.799999999999992,898.9609375,246.47406005859375
6.8999999999999915,898.578369140625,246.45132446289062
6.999999999999991,898.5918884277344,245.80707550048828
7.099999999999991,897.8178100585938,245.05582427978516
7.19999999999999,897.3136596679688,244.29684448242188
7.29999999999999,897.1610412597656,243.86046600341797
7.39999999999999,896.7633361816406,243.08316802978516
7.499999999999989,896.2893676757812,242.5956573486328
7.599999999999989,895.6285095214844,241.81101989746094
7.699999999999989,894.9768371582031,241.44953155517578
7.799999999999988,894.3663024902344,241.2783203125
7.899999999999988,894.0024719238281,240.75958251953125
7.999999999999988,893.4484558105469,240.68268585205078
8.099999999999987,893.3909912109375,240.39884185791016
8.199999999999987,892.7005615234375,239.66818237304688
8.299999999999986,892.4423217773438,239.29348754882812
8.399999999999986,892.4242858886719,239.07235717773438
8.499999999999986,892.0260314941406,238.5694351196289
8.599999999999985,891.6216125488281,238.0164794921875
8.699999999999985,891.2085571289062,237.9125213623047
8.799999999999985,890.9621887207031,237.82552337646484
8.899999999999984,890.4140319824219,237.58116912841797
8.999999999999984,890.0391540527344,237.33489227294922
9.099999999999984,889.6578979492188,237.28240966796875
9.199999999999983,889.4638061523438,237.1792221069336
9.299999999999983,889.2633361816406,237.27838897705078
9.399999999999983,889.0837707519531,237.01432037353516
9.499999999999982,888.4935302734375,236.75936889648438
9.599999999999982,888.3769836425781,236.62701416015625
9.699999999999982,887.9745178222656,236.84437561035156
9.799999999999981,887.6539001464844,236.75650787353516
9.89999999999998,887.4747619628906,236.7669906616211
9.99999999999998,887.1645812988281,236.83199310302734
10.09999999999998,887.2317810058594,236.72405242919922
10.19999999999998,887.1893920898438,236.7892837524414
10.29999999999998,887.1135559082031,236.71927642822266
10.399999999999979,887.1797485351562,236.96119689941406
10.499999999999979,887.062744140625,237.32158660888672
10.599999999999978,886.8283996582031,237.3611602783203
10.699999999999978,886.782958984375,237.48409271240234
10.799999999999978,886.7514038085938,237.89421844482422
10.899999999999977,886.7601928710938,238.0682144165039
10.999999999999977,886.5721130371094,238.1275177001953
11.099999999999977,886.6367492675781,238.32613372802734
11.199999999999976,886.703857421875,238.44640350341797
11.299999999999976,886.9103088378906,238.42444610595703
11.399999999999975,887.0827941894531,238.5951690673828
11.499999999999975,887.3503112792969,238.58425903320312
11.599999999999975,887.7928161621094,238.73312377929688
11.699999999999974,888.6456298828125,238.78924560546875
11.799999999999974,889.2639770507812,238.91734313964844
11.899999999999974,889.9919738769531,239.0961151123047
11.999999999999973,890.892333984375,238.9300079345703
12.099999999999973,891.6351623535156,239.34861755371094
12.199999999999973,892.1980590820312,239.48333740234375
12.299999999999972,892.9824829101562,239.72917938232422
12.399999999999972,893.6773376464844,239.8923568725586
12.499999999999972,894.9089965820312,240.22911071777344
12.599999999999971,895.7135009765625,240.27410125732422
12.69999999999997,896.4910278320312,240.68307495117188
12.79999999999997,897.4503173828125,241.02349853515625
12.89999999999997,898.1922912597656,240.9575653076172
12.99999999999997,898.9282836914062,241.25605010986328
13.09999999999997,899.931396484375,241.53504943847656
13.199999999999969,900.648193359375,242.0591278076172
13.299999999999969,901.6181945800781,242.5524139404297
13.399999999999968,902.4219055175781,242.87864685058594
13.499999999999968,903.1732788085938,243.2582015991211
13.599999999999968,904.2792358398438,243.66236114501953
13.699999999999967,905.1641845703125,243.9141082763672
13.799999999999967,906.1557006835938,244.38825225830078
13.899999999999967,906.8186340332031,244.76055908203125
13.999999999999966,907.7774658203125,245.31204223632812
14.099999999999966,908.2636413574219,245.92710876464844
14.199999999999966,909.182373046875,246.86302185058594
14.299999999999965,909.8640441894531,247.38262939453125
14.399999999999965,910.5009155273438,248.0244369506836
14.499999999999964,911.1047973632812,248.56158447265625
14.599999999999964,911.8836364746094,249.63943481445312
14.699999999999964,912.6415100097656,249.9966049194336
14.799999999999963,913.4483337402344,250.70882415771484
14.899999999999963,913.9195556640625,251.72069549560547
14.999999999999963,915.0357666015625,252.6581268310547
15.099999999999962,915.3964233398438,253.29850006103516
15.199999999999962,915.9837951660156,253.99300384521484
15.299999999999962,916.6192016601562,255.09207153320312
15.399999999999961,917.1887512207031,255.88523864746094
15.499999999999961,917.9733276367188,257.10730743408203
